account_id,customer_id,account_type,balance,currency,opening_date,status
97,48,توفير,6396.74,USD,2016-02-09,نشط
98,49,استثمار,34511.27,USD,2023-09-29,نشط
99,49,توفير,93011.84,SAR,2025-07-09,نشط
100,49,استثمار,33490.76,USD,2022-06-25,نشط
101,50,جاري,4510.38,EUR,2025-06-12,نشط
102,50,توفير,48821.95,SAR,2024-09-18,نشط
103,50,جاري,76931.99,USD,2025-05-05,نشط
104,51,توفير,93490.46,USD,2021-12-28,نشط
105,52,جاري,79296.87,USD,2023-05-24,نشط
106,52,استثمار,6501.95,EUR,2021-02-16,نشط
107,52,توفير,39166.36,USD,2023-01-21,نشط
108,53,توفير,41764.22,SAR,2025-04-30,نشط
109,53,توفير,59226.98,EUR,2025-01-14,نشط
110,54,استثمار,81585.36,EUR,2024-03-09,نشط
111,54,جاري,82166.22,SAR,2024-05-03,نشط
112,55,استثمار,97749.02,USD,2022-09-21,نشط
113,55,استثمار,21520.17,SAR,2023-11-29,نشط
114,56,استثمار,26488.99,EUR,2024-06-19,نشط
115,56,جاري,54243.73,EUR,2019-06-04,نشط
116,57,استثمار,38893.24,EUR,2020-07-09,نشط
117,58,استثمار,50076.46,EUR,2025-05-31,نشط
118,58,استثمار,9722.59,EUR,2023-08-21,نشط
119,59,جاري,22741.43,SAR,2025-04-10,نشط
120,59,استثمار,93049.55,EUR,2023-10-28,نشط
121,59,توفير,51802.17,SAR,2025-03-30,نشط
122,60,توفير,63963.18,SAR,2024-02-29,نشط
123,61,جاري,34944.06,USD,2022-07-06,نشط
124,61,توفير,86277.25,EUR,2022-08-27,نشط
125,61,استثمار,2993.1,SAR,2024-05-31,نشط
126,62,جاري,95028.78,USD,2022-02-20,نشط
127,63,استثمار,49288.49,EUR,2021-10-26,نشط
128,63,استثمار,77590.99,USD,2023-06-03,نشط
129,64,توفير,81380.96,SAR,2019-04-11,نشط
130,65,استثمار,88974.16,EUR,2020-07-02,نشط
131,65,استثمار,62616.33,USD,2023-06-30,نشط
132,65,جاري,21296.83,USD,2018-06-14,نشط
133,66,توفير,25504.47,SAR,2023-06-01,نشط
134,67,جاري,22932.13,EUR,2024-09-23,نشط
135,67,استثمار,30386.04,SAR,2023-03-11,نشط
136,68,استثمار,38815.06,USD,2025-03-21,نشط
137,68,جاري,9566.76,EUR,2025-02-11,نشط
138,69,جاري,48044.76,SAR,2024-08-04,نشط
139,69,توفير,56936.41,USD,2023-07-24,نشط
140,70,توفير,56662.41,USD,2016-12-23,نشط
141,71,استثمار,749.87,SAR,2024-06-03,نشط
142,71,توفير,62491.64,EUR,2023-10-05,نشط
143,72,استثمار,67181.27,USD,2024-08-02,نشط
144,72,توفير,9426.6,SAR,2025-07-14,نشط
145,72,استثمار,84809.28,EUR,2022-10-10,نشط
146,73,استثمار,69767.28,USD,2025-01-25,نشط
147,73,استثمار,27988.02,SAR,2024-07-30,نشط
148,73,توفير,46451.69,USD,2023-02-21,نشط
149,74,توفير,42901.51,EUR,2024-12-06,نشط
150,74,استثمار,6864.23,EUR,2025-06-16,نشط
151,74,توفير,66998.35,USD,2025-02-19,نشط
152,75,استثمار,29702.74,USD,2018-04-07,نشط
153,76,توفير,95618.77,SAR,2025-02-01,نشط
154,76,استثمار,53166.48,SAR,2023-05-16,نشط
155,76,توفير,5036.59,EUR,2023-10-07,نشط
156,77,جاري,96991.09,SAR,2020-05-06,نشط
157,77,استثمار,76596.97,EUR,2022-09-03,نشط
158,77,توفير,81322.71,EUR,2024-08-04,نشط
159,78,جاري,11819.11,EUR,2024-05-05,نشط
160,79,جاري,42896.39,EUR,2024-12-15,نشط
161,79,توفير,95997.63,USD,2025-01-17,نشط
162,80,جاري,73418.35,USD,2024-10-14,نشط
163,81,استثمار,12251.35,SAR,2024-02-08,نشط
164,82,استثمار,46038.59,USD,2025-05-09,نشط
165,83,استثمار,66941.9,SAR,2024-07-09,نشط
166,84,استثمار,13326.9,SAR,2025-02-07,نشط
167,84,استثمار,6461.99,USD,2025-02-03,نشط
168,84,استثمار,67780.13,SAR,2024-09-11,نشط
169,85,توفير,29637.02,USD,2023-03-11,نشط
170,85,جاري,76717.58,USD,2023-09-30,نشط
171,85,استثمار,32669.48,EUR,2023-11-29,نشط
172,86,جاري,5310.85,EUR,2023-12-28,نشط
173,87,جاري,61764.34,EUR,2024-12-23,نشط
174,88,توفير,17388.1,EUR,2024-03-23,نشط
175,88,استثمار,29615.77,SAR,2020-05-13,نشط
176,88,جاري,69964.21,USD,2019-09-22,نشط
177,89,استثمار,46332.42,SAR,2024-05-02,نشط
178,90,جاري,2986.75,EUR,2023-12-26,نشط
179,90,جاري,11390.43,EUR,2020-03-15,نشط
180,91,جاري,88886.64,EUR,2022-09-11,نشط
181,92,استثمار,312.26,EUR,2018-09-13,نشط
182,92,استثمار,14263.48,USD,2018-12-24,نشط
183,92,استثمار,29833.63,SAR,2025-03-02,نشط
184,93,جاري,60406.89,EUR,2020-10-29,نشط
185,94,توفير,92692.1,SAR,2024-03-09,نشط
186,94,جاري,71472.36,EUR,2023-10-20,نشط
187,95,استثمار,97673.09,SAR,2024-11-11,نشط
188,95,استثمار,87019.98,SAR,2025-04-10,نشط
189,95,جاري,47305.64,EUR,2025-03-15,نشط
190,96,جاري,33180.87,EUR,2022-12-03,نشط
191,97,توفير,97992.28,EUR,2021-10-12,نشط
192,97,استثمار,50168.35,EUR,2022-08-11,نشط
193,98,جاري,63334.83,SAR,2022-06-03,نشط
194,98,توفير,66022.29,SAR,2024-02-06,نشط
195,99,جاري,75357.79,USD,2024-01-11,نشط
196,99,استثمار,69709.09,SAR,2023-07-29,نشط
197,99,توفير,46656.11,SAR,2022-02-19,نشط
198,100,استثمار,58293.75,SAR,2025-05-15,نشط
199,100,استثمار,57334.96,EUR,2021-05-04,نشط
200,100,استثمار,8159.23,USD,2022-06-22,نشط
201,101,توفير,69637.08,USD,2025-05-16,نشط
202,101,توفير,96480.97,USD,2025-01-19,نشط
203,101,توفير,35427.09,SAR,2024-09-11,نشط
204,102,جاري,59566.29,USD,2024-05-02,نشط
205,102,استثمار,31018.03,SAR,2022-05-20,نشط
206,102,توفير,31054.44,SAR,2020-08-30,نشط
207,103,توفير,91732.76,USD,2025-03-11,نشط
208,103,توفير,18597.94,USD,2024-04-04,نشط
209,103,استثمار,15475.98,EUR,2024-03-08,نشط
210,104,جاري,8821.79,USD,2025-02-24,نشط
211,104,استثمار,61824.76,USD,2018-02-18,نشط
212,104,جاري,39320.62,USD,2023-11-10,نشط
213,105,استثمار,57100.28,EUR,2021-12-12,نشط
214,106,جاري,68521.01,USD,2019-07-19,نشط
215,106,جاري,54729.43,EUR,2022-07-14,نشط
216,107,استثمار,73696.04,USD,2025-06-28,نشط
217,107,توفير,13472.63,SAR,2025-07-14,نشط
218,108,جاري,1454.68,USD,2024-05-10,نشط
219,108,توفير,85476.61,SAR,2018-08-09,نشط
220,109,جاري,58293.31,EUR,2021-10-09,نشط
221,110,جاري,73266.88,EUR,2024-03-15,نشط
222,110,استثمار,48475.79,USD,2023-09-08,نشط
223,111,جاري,36372.51,USD,2022-09-22,نشط
224,111,جاري,96182.67,USD,2022-05-26,نشط
225,111,جاري,23902.99,EUR,2023-09-16,نشط
226,112,توفير,13502.85,SAR,2021-11-24,نشط
227,113,استثمار,17411.72,USD,2024-04-19,نشط
228,114,جاري,53085.58,USD,2024-05-20,نشط
229,114,جاري,59798.72,EUR,2024-05-20,نشط
230,115,جاري,93470.42,EUR,2025-02-09,نشط
231,116,استثمار,79145.48,SAR,2024-07-13,نشط
232,116,استثمار,41768.48,SAR,2024-08-02,نشط
233,116,جاري,57938.41,SAR,2025-04-29,نشط
234,117,استثمار,11677.66,EUR,2021-12-29,نشط
235,117,جاري,18984.12,USD,2024-11-30,نشط
236,118,جاري,46021.34,SAR,2023-10-06,نشط
237,118,جاري,69374.28,USD,2023-05-09,نشط
238,119,توفير,52210.78,EUR,2022-10-14,نشط
239,119,استثمار,38697.75,SAR,2021-01-02,نشط
240,119,جاري,12835.51,SAR,2022-06-16,نشط
241,120,استثمار,990.91,SAR,2024-03-30,نشط
242,120,استثمار,9488.87,USD,2024-03-12,نشط
243,121,توفير,59094.17,SAR,2024-03-01,نشط
244,121,جاري,41909.97,SAR,2023-08-20,نشط
245,122,استثمار,24712.57,EUR,2025-01-07,نشط
246,123,استثمار,70658.29,SAR,2018-01-04,نشط
247,124,توفير,68098.61,EUR,2024-03-12,نشط
248,124,توفير,40643.0,USD,2024-11-24,نشط
249,124,جاري,91010.66,SAR,2023-03-01,نشط
250,125,توفير,47792.1,SAR,2025-06-23,نشط
251,125,استثمار,4868.9,EUR,2025-07-14,نشط
252,126,جاري,4056.8,USD,2019-01-01,نشط
253,127,جاري,64346.76,EUR,2024-05-05,نشط
254,127,استثمار,37339.9,USD,2021-01-31,نشط
255,127,جاري,63133.93,USD,2023-05-04,نشط
256,128,جاري,90585.18,USD,2023-08-03,نشط
257,129,توفير,40830.58,SAR,2021-09-04,نشط
258,129,استثمار,83224.24,USD,2022-06-15,نشط
259,130,توفير,45988.89,USD,2025-01-27,نشط
260,130,استثمار,8864.25,USD,2024-12-17,نشط
261,131,جاري,98640.48,SAR,2018-04-20,نشط
262,131,استثمار,33974.23,USD,2023-05-09,نشط
263,131,جاري,96106.41,SAR,2019-09-05,نشط
264,132,توفير,81717.77,EUR,2023-08-25,نشط
265,132,توفير,97791.04,SAR,2022-09-17,نشط
266,133,جاري,72738.35,EUR,2024-09-06,نشط
267,134,استثمار,65974.13,USD,2020-05-19,نشط
268,134,استثمار,74947.73,EUR,2025-03-21,نشط
269,134,توفير,1635.34,USD,2020-01-31,نشط
270,135,جاري,27371.87,SAR,2025-03-20,نشط
271,135,توفير,12024.22,EUR,2024-07-28,نشط
272,135,جاري,23683.3,EUR,2024-01-21,نشط
273,136,استثمار,88886.39,SAR,2024-03-09,نشط
274,136,توفير,55362.58,EUR,2024-08-23,نشط
275,137,توفير,1741.83,SAR,2024-11-22,نشط
276,137,جاري,61801.49,EUR,2024-03-09,نشط
277,137,توفير,96675.89,SAR,2022-09-22,نشط
278,138,استثمار,53058.98,EUR,2018-07-23,نشط
279,139,توفير,16509.44,EUR,2024-03-18,نشط
280,139,توفير,23189.53,EUR,2021-08-24,نشط
281,140,توفير,70214.82,USD,2022-06-13,نشط
282,141,جاري,17442.6,SAR,2019-09-03,نشط
283,141,توفير,46201.25,SAR,2020-12-07,نشط
284,141,استثمار,76164.93,SAR,2021-07-24,نشط
285,142,استثمار,44494.17,EUR,2022-04-18,نشط
286,142,توفير,96841.04,SAR,2024-11-28,نشط
287,142,توفير,93506.0,USD,2022-02-15,نشط
288,143,جاري,24130.65,EUR,2019-06-09,نشط
289,144,جاري,71664.89,SAR,2022-10-16,نشط
290,144,توفير,1913.78,USD,2023-03-16,نشط
291,144,استثمار,45000.19,USD,2021-01-28,نشط
292,145,استثمار,17898.81,EUR,2025-02-22,نشط
293,145,توفير,70736.03,SAR,2025-03-09,نشط
294,145,توفير,32535.63,SAR,2025-05-09,نشط
295,146,توفير,73471.44,EUR,2022-11-23,نشط
296,146,استثمار,784.7,USD,2024-05-05,نشط
297,147,جاري,98871.46,USD,2019-07-01,نشط
298,147,توفير,23301.02,SAR,2017-12-19,نشط
299,148,توفير,31466.47,USD,2023-03-30,نشط
300,148,جاري,92162.63,SAR,2023-08-15,نشط
301,149,استثمار,78257.33,EUR,2025-03-30,نشط
302,149,جاري,44510.01,SAR,2025-03-19,نشط
303,149,توفير,48414.5,USD,2025-05-08,نشط
304,150,استثمار,29864.88,SAR,2024-02-18,نشط
305,151,جاري,25863.97,USD,2017-10-13,نشط
306,151,جاري,60663.88,SAR,2023-11-15,نشط
307,152,استثمار,47394.68,SAR,2025-04-27,نشط
308,152,جاري,43520.23,SAR,2025-04-18,نشط
309,153,استثمار,7985.56,SAR,2025-06-20,نشط
310,153,توفير,97615.07,EUR,2018-12-08,نشط
311,154,استثمار,41435.48,USD,2023-07-03,نشط
312,154,استثمار,74015.3,USD,2024-08-09,نشط
313,154,جاري,64670.1,SAR,2023-05-13,نشط
314,155,توفير,77502.0,USD,2023-10-31,نشط
315,155,استثمار,7702.7,SAR,2025-07-05,نشط
316,156,توفير,19519.66,EUR,2023-08-01,نشط
317,156,جاري,41545.14,USD,2021-12-07,نشط
318,156,استثمار,69926.21,EUR,2019-07-18,نشط
319,157,جاري,89532.92,SAR,2021-10-11,نشط
320,157,استثمار,50849.72,EUR,2024-04-27,نشط
321,157,جاري,34606.41,SAR,2024-12-31,نشط
322,158,استثمار,3991.81,USD,2023-06-08,نشط
323,158,جاري,14398.87,SAR,2024-01-11,نشط
324,159,جاري,73589.6,USD,2024-02-14,نشط
325,159,جاري,36455.41,SAR,2023-07-21,نشط
326,160,توفير,18262.9,USD,2025-02-27,نشط
327,160,توفير,6922.09,EUR,2025-04-23,نشط
328,161,استثمار,36649.86,USD,2024-08-17,نشط
329,161,جاري,66560.14,USD,2021-07-04,نشط
330,161,جاري,71536.67,EUR,2023-05-18,نشط
331,162,جاري,32823.76,EUR,2025-06-17,نشط
332,162,توفير,17780.42,USD,2025-07-16,نشط
333,163,توفير,65145.87,EUR,2025-01-06,نشط
334,163,توفير,13554.44,SAR,2024-10-06,نشط
335,164,توفير,49998.79,USD,2019-08-22,نشط
336,164,توفير,32649.48,EUR,2024-03-25,نشط
337,164,استثمار,83943.61,USD,2023-07-22,نشط
338,165,جاري,32421.09,SAR,2024-09-30,نشط
339,165,جاري,10670.88,SAR,2025-07-08,نشط
340,165,توفير,32085.83,USD,2024-03-15,نشط
341,166,جاري,12001.72,EUR,2024-10-01,نشط
342,167,جاري,82237.0,SAR,2024-09-05,نشط
343,167,توفير,41934.05,SAR,2023-12-05,نشط
344,168,جاري,44410.71,EUR,2025-06-30,نشط
345,168,توفير,56377.64,EUR,2020-03-05,نشط
346,168,استثمار,39522.92,SAR,2020-11-18,نشط
347,169,جاري,34956.28,SAR,2021-03-21,نشط
348,169,استثمار,54993.93,SAR,2021-03-12,نشط
349,169,توفير,45102.48,EUR,2023-06-14,نشط
350,170,توفير,34214.01,EUR,2023-10-29,نشط
351,170,جاري,44040.47,USD,2023-01-26,نشط
352,171,توفير,73579.35,USD,2025-01-23,نشط
353,172,جاري,53754.79,USD,2022-09-22,نشط
354,173,جاري,16869.66,USD,2024-04-12,نشط
355,174,توفير,20992.25,SAR,2023-10-15,نشط
356,175,استثمار,17667.0,EUR,2019-08-04,نشط
357,175,توفير,60481.67,SAR,2019-06-09,نشط
358,175,استثمار,86265.48,SAR,2022-12-25,نشط
359,176,توفير,38217.39,SAR,2020-12-17,نشط
360,177,استثمار,39842.89,EUR,2023-01-29,نشط
361,177,جاري,70223.02,EUR,2025-01-11,نشط
362,177,توفير,95029.9,SAR,2024-04-01,نشط
363,178,استثمار,6979.11,USD,2024-10-09,نشط
364,178,استثمار,59036.44,USD,2024-06-28,نشط
365,179,توفير,18492.0,SAR,2025-07-24,نشط
366,179,توفير,26940.9,SAR,2025-05-22,نشط
367,179,استثمار,19042.53,SAR,2023-06-07,نشط
368,180,توفير,49043.3,EUR,2024-08-29,نشط
369,180,جاري,31026.92,EUR,2023-11-23,نشط
370,180,استثمار,42919.23,SAR,2024-08-12,نشط
371,181,جاري,97622.41,USD,2025-07-20,نشط
372,181,جاري,22840.89,USD,2024-07-10,نشط
373,182,جاري,24909.13,SAR,2024-12-15,نشط
374,182,جاري,40402.12,SAR,2025-02-01,نشط
375,182,استثمار,69341.74,SAR,2024-09-20,نشط
376,183,جاري,41633.78,EUR,2018-11-04,نشط
377,184,توفير,65493.87,SAR,2019-09-17,نشط
378,184,توفير,49300.92,USD,2024-09-07,نشط
379,185,جاري,77784.68,EUR,2025-01-19,نشط
380,185,توفير,28582.2,SAR,2022-04-18,نشط
381,186,جاري,56711.12,EUR,2023-11-01,نشط
382,187,استثمار,56749.16,USD,2021-05-12,نشط
383,187,جاري,60418.08,USD,2018-07-24,نشط
384,188,استثمار,91399.01,SAR,2022-01-25,نشط
385,189,جاري,39464.76,SAR,2019-10-31,نشط
386,189,توفير,78281.22,USD,2020-07-30,نشط
387,190,استثمار,44942.94,SAR,2025-01-05,نشط
388,191,توفير,43039.87,USD,2025-06-27,نشط
389,191,توفير,54026.68,EUR,2020-11-14,نشط
390,191,جاري,50260.11,USD,2020-12-17,نشط
391,192,توفير,34536.26,SAR,2025-03-06,نشط
392,192,جاري,69957.7,EUR,2021-01-30,نشط
393,193,استثمار,55507.93,SAR,2022-04-13,نشط
394,193,توفير,78556.09,EUR,2025-04-23,نشط
395,194,جاري,69266.78,USD,2025-03-15,نشط
396,194,استثمار,49483.79,USD,2024-12-03,نشط
397,195,توفير,37961.64,SAR,2022-12-24,نشط
398,195,جاري,51027.61,SAR,2016-07-16,نشط
399,196,توفير,61108.84,SAR,2025-04-14,نشط
400,197,استثمار,18689.58,SAR,2022-12-01,نشط
401,197,توفير,69774.86,SAR,2024-04-03,نشط
402,197,توفير,15130.47,SAR,2025-01-10,نشط
403,198,جاري,73493.86,EUR,2023-09-07,نشط
404,199,استثمار,47308.82,SAR,2025-06-03,نشط
405,199,جاري,88670.11,EUR,2025-05-27,نشط
406,199,استثمار,46227.32,EUR,2023-11-16,نشط
407,200,جاري,26521.86,USD,2024-08-26,نشط
408,200,توفير,59412.08,USD,2025-01-16,نشط
409,200,استثمار,98098.31,USD,2022-09-27,نشط
410,201,توفير,37558.85,USD,2025-02-09,نشط
411,201,جاري,62957.56,EUR,2025-06-02,نشط
412,202,استثمار,63967.27,USD,2024-06-26,نشط
413,203,استثمار,7898.76,SAR,2023-03-28,نشط
414,203,جاري,40882.58,SAR,2022-12-13,نشط
415,203,جاري,79667.88,EUR,2025-01-28,نشط
416,204,جاري,86098.34,EUR,2025-06-11,نشط
417,204,جاري,64648.92,SAR,2025-05-03,نشط
418,205,جاري,14421.31,SAR,2020-06-18,نشط
419,205,جاري,89730.6,USD,2023-11-02,نشط
420,206,جاري,61305.99,USD,2023-07-19,نشط
421,206,توفير,74734.89,EUR,2024-06-23,نشط
422,206,استثمار,12534.04,SAR,2024-03-24,نشط
423,207,توفير,4817.89,SAR,2023-09-06,نشط
424,207,جاري,67590.04,USD,2023-09-08,نشط
425,207,توفير,16594.87,SAR,2024-10-29,نشط
426,208,استثمار,90292.16,USD,2024-12-09,نشط
427,208,توفير,65473.99,SAR,2022-05-01,نشط
428,208,استثمار,23635.96,EUR,2018-12-19,نشط
429,209,جاري,79587.51,EUR,2021-08-28,نشط
430,209,استثمار,38482.9,EUR,2018-05-17,نشط
431,210,استثمار,25147.38,EUR,2025-04-11,نشط
432,210,توفير,73335.96,SAR,2025-06-09,نشط
433,211,استثمار,46232.88,EUR,2025-06-12,نشط
434,211,جاري,69585.02,EUR,2025-03-19,نشط
435,212,توفير,94393.72,USD,2019-06-05,نشط
436,212,استثمار,91135.18,EUR,2020-07-15,نشط
437,212,استثمار,83324.19,EUR,2022-09-29,نشط
438,213,استثمار,81605.23,EUR,2025-07-12,نشط
439,213,توفير,3413.82,EUR,2025-06-04,نشط
440,213,توفير,41689.21,EUR,2025-04-06,نشط
441,214,استثمار,61215.91,USD,2025-03-22,نشط
442,215,استثمار,37839.52,USD,2021-12-30,نشط
443,215,استثمار,51226.49,USD,2019-10-07,نشط
444,216,استثمار,33768.14,EUR,2022-11-12,نشط
445,217,جاري,39202.04,SAR,2024-01-16,نشط
446,217,جاري,15425.79,EUR,2021-09-22,نشط
447,218,توفير,46060.53,USD,2018-02-12,نشط
448,218,جاري,94429.6,USD,2023-12-31,نشط
449,219,استثمار,60106.24,USD,2017-04-25,نشط
450,219,استثمار,41168.04,SAR,2023-11-11,نشط
451,219,استثمار,29082.79,USD,2021-10-18,نشط
452,220,جاري,18249.05,EUR,2025-03-10,نشط
453,221,جاري,52197.56,SAR,2022-11-28,نشط
454,222,استثمار,51699.19,SAR,2024-03-05,نشط
455,222,استثمار,21223.86,EUR,2023-07-08,نشط
456,223,جاري,64305.61,EUR,2024-03-08,نشط
457,224,توفير,55521.77,EUR,2023-07-27,نشط
458,224,جاري,50007.24,SAR,2023-12-26,نشط
459,224,توفير,9463.16,EUR,2020-10-06,نشط
460,225,توفير,28052.59,EUR,2019-05-06,نشط
461,225,توفير,76893.55,SAR,2022-06-10,نشط
462,226,توفير,79114.97,USD,2023-10-22,نشط
463,227,توفير,23449.8,SAR,2024-06-18,نشط
464,228,توفير,44220.89,EUR,2021-09-28,نشط
465,229,جاري,971.97,SAR,2024-10-05,نشط
466,229,جاري,23391.56,SAR,2024-12-31,نشط
467,230,توفير,71910.45,USD,2025-07-17,نشط
468,230,جاري,76628.07,USD,2022-03-02,نشط
469,230,توفير,92690.31,USD,2022-10-22,نشط
470,231,استثمار,56797.81,SAR,2024-02-18,نشط
471,231,استثمار,79757.27,SAR,2023-02-15,نشط
472,231,استثمار,77361.99,USD,2023-08-18,نشط
473,232,جاري,7843.49,EUR,2023-12-27,نشط
474,232,توفير,30174.82,SAR,2025-05-29,نشط
475,232,توفير,46000.03,EUR,2024-09-16,نشط
476,233,استثمار,22552.76,EUR,2021-09-14,نشط
477,233,استثمار,59080.96,EUR,2019-11-14,نشط
478,234,جاري,64530.83,SAR,2023-12-29,نشط
479,235,توفير,93358.48,EUR,2020-10-22,نشط
480,236,جاري,47855.54,EUR,2023-11-05,نشط
481,237,استثمار,49449.36,USD,2018-12-12,نشط
482,237,توفير,58329.16,SAR,2021-11-13,نشط
483,237,جاري,46078.88,EUR,2020-06-21,نشط
484,238,جاري,27244.49,SAR,2023-04-14,نشط
485,239,استثمار,56701.66,USD,2025-07-09,نشط
486,239,استثمار,8975.48,EUR,2025-05-06,نشط
487,240,توفير,76730.98,USD,2024-10-08,نشط
488,241,جاري,78349.06,SAR,2023-12-10,نشط
489,241,استثمار,64928.11,USD,2021-04-26,نشط
490,241,جاري,77501.21,USD,2021-10-06,نشط
491,242,توفير,83966.85,USD,2022-09-20,نشط
492,243,جاري,78133.11,EUR,2024-08-04,نشط
493,243,استثمار,57802.53,USD,2025-03-02,نشط
494,243,جاري,20065.41,USD,2024-07-28,نشط
495,244,جاري,14308.51,EUR,2023-04-30,نشط
496,245,توفير,92361.91,EUR,2025-03-29,نشط
497,246,جاري,4144.86,SAR,2024-06-09,نشط
498,246,توفير,84301.07,USD,2025-01-18,نشط
